cir,ur,label
3,58,hell
7,21,unstable
10,16,unstable
25,58,hell
19,22,unstable
19,10,unstable
17,28,hell
3,45,hell
8,31,unstable
4,57,hell
12,13,unstable
27,26,hell
16,47,hell
16,33,hell
14,27,unstable
3,61,hell
22,27,hell
20,26,hell
22,16,unstable
0,52,hell
29,17,hell
28,10,unstable
24,24,hell
5,31,unstable
1,29,unstable
18,23,unstable
29,11,unstable
13,50,hell
4,48,hell
13,50,hell
19,21,unstable
22,58,hell
2,17,unstable
5,52,hell
29,21,hell
0,55,hell
11,57,hell
22,11,unstable
23,50,hell
13,56,hell
24,3,unstable
20,25,hell
11,60,hell
30,29,hell
8,53,hell
25,29,hell
0,6,livable
4,47,hell
26,52,hell
19,46,hell
9,6,unstable
25,37,hell
3,16,unstable
17,56,hell
7,8,unstable
7,21,unstable
22,53,hell
1,6,livable
13,18,unstable
2,16,unstable
16,6,unstable
22,42,hell
3,10,unstable
3,61,hell
27,9,unstable
16,26,unstable
16,35,hell
23,49,hell
6,18,unstable
11,11,unstable
20,3,unstable
10,28,unstable
4,4,livable
13,40,hell
6,15,unstable
26,7,unstable
30,44,hell
5,61,hell
27,16,unstable
14,9,unstable
24,57,hell
12,17,unstable
8,21,unstable
6,29,unstable
6,22,unstable
11,56,hell
2,39,unstable
18,33,hell
11,15,unstable
3,20,unstable
16,33,hell
6,48,hell
24,46,hell
1,57,hell
30,21,hell
19,34,hell
16,11,unstable
27,52,hell
3,27,unstable
1,5,livable
15,48,hell
20,12,unstable
29,55,hell
16,32,hell
3,48,hell
5,50,hell
19,16,unstable
30,11,unstable
14,44,hell
22,12,unstable
19,15,unstable
15,35,hell
9,32,unstable
9,23,unstable
27,61,hell
5,57,hell
16,10,unstable
4,58,hell
13,49,hell
21,58,hell
15,58,hell
21,36,hell
10,13,unstable
4,44,hell
2,53,hell
13,21,unstable
17,26,unstable
18,17,unstable
13,28,unstable
17,18,unstable
8,45,hell
19,13,unstable
15,52,hell
4,23,unstable
17,46,hell
24,60,hell
18,28,hell
1,33,unstable
12,55,hell
1,10,unstable
0,43,unstable
1,5,livable
29,26,hell
8,48,hell
30,59,hell
12,24,unstable
16,32,hell
21,15,unstable
28,21,hell
8,53,hell
8,15,unstable
27,15,unstable
9,27,unstable
22,5,unstable
23,21,unstable
10,51,hell
29,24,hell
16,44,hell
10,13,unstable
8,32,unstable
7,28,unstable
2,49,hell
23,55,hell
14,54,hell
28,40,hell
8,24,unstable
2,20,unstable
5,8,unstable
19,11,unstable
12,5,unstable
28,21,hell
8,30,unstable
3,21,unstable
6,17,unstable
23,42,hell
22,10,unstable
13,6,unstable
5,34,unstable
27,23,hell
9,10,unstable
29,4,unstable
14,38,hell
2,10,unstable
21,39,hell
29,14,unstable
11,13,unstable
14,4,unstable
13,26,unstable
29,39,hell
29,43,hell
18,17,unstable
5,20,unstable
25,4,unstable
22,51,hell
18,10,unstable
30,61,hell
5,54,hell
26,40,hell
22,54,hell
7,32,unstable
21,4,unstable
26,61,hell
8,15,unstable
10,27,unstable
7,36,unstable
26,34,hell
12,3,unstable
30,10,unstable
14,25,unstable
16,60,hell
9,26,unstable
12,58,hell
7,18,unstable
8,61,hell
13,49,hell
15,44,hell
1,36,unstable
25,57,hell
13,59,hell
20,46,hell
28,33,hell
11,36,hell
26,38,hell
12,17,unstable
12,60,hell
20,47,hell
8,52,hell
29,33,hell
7,56,hell
22,14,unstable
0,24,unstable
11,61,hell
0,30,unstable
15,54,hell
14,25,unstable
14,57,hell
3,41,unstable
17,14,unstable
4,41,hell
1,37,unstable
8,4,unstable
10,58,hell
6,15,unstable
6,45,hell
15,60,hell
25,43,hell
13,18,unstable
11,44,hell
30,57,hell
13,23,unstable
6,29,unstable
6,41,hell
16,40,hell
17,33,hell
4,55,hell
11,47,hell
2,28,unstable
23,56,hell
7,55,hell
11,40,hell
13,41,hell
28,38,hell
16,45,hell
17,15,unstable
10,26,unstable
5,44,hell
7,23,unstable
15,21,unstable
20,13,unstable
25,8,unstable
18,31,hell
19,23,unstable
9,19,unstable
17,60,hell
9,32,unstable
30,12,unstable
23,51,hell
20,22,unstable
7,18,unstable
7,39,hell
9,24,unstable
25,9,unstable
0,37,unstable
18,50,hell
6,49,hell
16,48,hell
4,33,unstable
14,55,hell
12,43,hell
13,14,unstable
30,32,hell
30,55,hell
14,54,hell
20,55,hell
22,9,unstable
2,42,unstable
4,33,unstable
20,59,hell
20,40,hell
14,4,unstable
7,58,hell
0,3,livable
21,30,hell
12,10,unstable
17,27,unstable
22,4,unstable
14,55,hell
8,47,hell
26,48,hell
17,22,unstable
22,30,hell
10,50,hell
0,57,hell
21,59,hell
19,34,hell
15,52,hell
4,30,unstable
11,58,hell
22,34,hell
1,49,hell
12,35,hell
5,7,unstable
6,56,hell
1,61,hell
20,37,hell
25,52,hell
3,11,unstable
17,12,unstable
23,22,hell
0,39,unstable
20,19,unstable
12,21,unstable
23,24,hell
10,37,hell
22,9,unstable
19,41,hell
16,9,unstable
13,23,unstable
12,59,hell
14,8,unstable
5,56,hell
7,24,unstable
9,26,unstable
18,56,hell
10,59,hell
25,45,hell
7,6,unstable
8,10,unstable
1,36,unstable
3,47,hell
4,13,unstable
7,37,unstable
3,41,unstable
11,48,hell
1,52,hell
12,34,hell
26,60,hell
1,16,unstable
9,43,hell
22,47,hell
1,5,livable
6,8,unstable
0,33,unstable
22,39,hell
2,23,unstable
10,32,unstable
18,12,unstable
16,57,hell
18,44,hell
7,28,unstable
28,31,hell
8,61,hell
24,9,unstable
25,51,hell
17,8,unstable
28,58,hell
3,56,hell
14,27,unstable
25,55,hell
19,40,hell
24,13,unstable
26,57,hell
18,16,unstable
21,26,hell
10,20,unstable
16,10,unstable
28,20,hell
16,45,hell
14,10,unstable
9,51,hell
8,43,hell
11,54,hell
30,57,hell
21,12,unstable
29,40,hell
6,38,unstable
15,43,hell
11,48,hell
3,32,unstable
10,3,unstable
2,7,livable
8,23,unstable
6,39,hell
20,9,unstable
15,8,unstable
2,34,unstable
0,15,unstable
14,3,unstable
20,56,hell
5,25,unstable
0,57,hell
15,16,unstable
24,15,unstable
7,13,unstable
27,9,unstable
24,50,hell
1,32,unstable
22,61,hell
9,44,hell
30,20,hell
27,39,hell
29,44,hell
10,9,unstable
10,34,unstable
5,19,unstable
21,54,hell
28,29,hell
6,47,hell
6,5,unstable
12,45,hell
18,39,hell
11,34,hell
13,38,hell
24,17,unstable
25,53,hell
25,14,unstable
4,34,unstable
21,55,hell
11,11,unstable
4,54,hell
30,15,hell
22,31,hell
13,50,hell
19,27,hell
15,29,unstable
12,37,hell
1,8,livable
10,53,hell
20,23,unstable
0,13,unstable
12,60,hell
13,12,unstable
7,51,hell
8,55,hell
16,8,unstable
18,30,hell
13,31,unstable
1,27,unstable
7,3,unstable
3,18,unstable
28,8,unstable
27,38,hell
21,61,hell
15,38,hell
6,42,hell
23,31,hell
7,56,hell
10,27,unstable
23,19,unstable
24,36,hell
26,28,hell
2,53,hell
3,50,hell
10,55,hell
4,17,unstable
9,23,unstable
4,44,hell
19,21,unstable
8,33,unstable
29,30,hell
21,24,hell
21,58,hell
9,58,hell
16,4,unstable
4,53,hell
14,58,hell
0,4,livable
6,48,hell
21,25,hell
20,41,hell
26,9,unstable
20,47,hell
19,24,unstable
29,49,hell
16,27,unstable
9,25,unstable
9,23,unstable
16,32,hell
25,11,unstable
24,42,hell
29,61,hell
10,44,hell
17,28,hell
22,15,unstable
6,8,unstable
19,50,hell
11,25,unstable
12,15,unstable
27,35,hell
25,29,hell
29,9,unstable
15,56,hell
25,51,hell
29,22,hell
1,48,hell
17,39,hell
22,43,hell
7,56,hell
19,47,hell
8,37,hell
19,11,unstable
23,34,hell
1,29,unstable
2,46,hell
7,22,unstable
18,13,unstable
21,8,unstable
19,23,unstable
3,43,hell
14,50,hell
28,35,hell
11,37,hell
21,38,hell
25,20,hell
13,22,unstable
18,34,hell
11,15,unstable
17,36,hell
11,21,unstable
6,53,hell
10,4,unstable
2,48,hell
3,33,unstable
7,51,hell
24,20,unstable
13,40,hell
25,23,hell
26,32,hell
7,33,unstable
30,7,unstable
3,26,unstable
13,27,unstable
9,42,hell
1,28,unstable
19,57,hell
11,32,unstable
20,51,hell
18,28,hell
14,4,unstable
8,35,unstable
18,29,hell
26,39,hell
18,43,hell
6,22,unstable
25,43,hell
22,32,hell
16,30,hell
29,22,hell
12,48,hell
20,39,hell
18,56,hell
16,38,hell
21,50,hell
0,31,unstable
2,13,unstable
29,59,hell
7,45,hell
13,49,hell
25,4,unstable
1,54,hell
14,21,unstable
24,18,unstable
21,30,hell
4,11,unstable
0,13,unstable
19,31,hell
12,17,unstable
26,18,unstable
30,29,hell
30,47,hell
1,52,hell
12,26,unstable
18,21,unstable
3,18,unstable
15,35,hell
6,44,hell
28,52,hell
24,3,unstable
11,36,hell
27,26,hell
4,13,unstable
8,3,unstable
13,6,unstable
20,32,hell
12,23,unstable
26,27,hell
3,31,unstable
10,32,unstable
23,56,hell
9,52,hell
25,19,unstable
16,26,unstable
3,42,hell
17,10,unstable
8,58,hell
15,35,hell
20,3,unstable
2,24,unstable
10,18,unstable
6,16,unstable
3,23,unstable
12,15,unstable
5,16,unstable
25,37,hell
18,4,unstable
0,59,hell
10,54,hell
17,29,hell
1,42,unstable
23,16,unstable
22,46,hell
19,14,unstable
4,54,hell
21,61,hell
6,28,unstable
1,39,unstable
24,43,hell
6,35,unstable
0,52,hell
15,36,hell
15,7,unstable
3,27,unstable
15,22,unstable
12,42,hell
3,58,hell
13,15,unstable
3,47,hell
6,25,unstable
24,17,unstable
9,9,unstable
4,22,unstable
23,22,hell
9,14,unstable
6,4,unstable
27,54,hell
8,17,unstable
1,31,unstable
0,40,unstable
22,15,unstable
9,40,hell
0,26,unstable
24,61,hell
2,46,hell
20,3,unstable
23,10,unstable
24,58,hell
27,29,hell
28,27,hell
25,16,unstable
0,36,unstable
1,60,hell
23,11,unstable
24,32,hell
4,25,unstable
26,40,hell
20,15,unstable
14,32,hell
22,10,unstable
14,48,hell
6,30,unstable
12,56,hell
10,33,unstable
17,11,unstable
22,56,hell
22,29,hell
9,50,hell
7,19,unstable
7,10,unstable
1,24,unstable
25,35,hell
21,36,hell
13,49,hell
23,40,hell
28,3,unstable
30,52,hell
9,40,hell
19,19,unstable
26,4,unstable
26,17,unstable
8,49,hell
16,4,unstable
23,43,hell
15,21,unstable
7,60,hell
9,36,hell
29,40,hell
9,18,unstable
1,14,unstable
28,30,hell
3,30,unstable
22,61,hell
12,60,hell
6,47,hell
16,41,hell
25,38,hell
12,55,hell
12,36,hell
17,10,unstable
0,58,hell
26,28,hell
30,59,hell
18,23,unstable
29,14,unstable
25,12,unstable
8,8,unstable
0,19,unstable
22,40,hell
17,26,unstable
22,30,hell
6,61,hell
13,47,hell
18,23,unstable
2,48,hell
18,26,unstable
9,7,unstable
17,4,unstable
7,31,unstable
3,26,unstable
19,27,hell
22,51,hell
22,15,unstable
3,11,unstable
10,34,unstable
12,16,unstable
19,5,unstable
24,41,hell
25,16,unstable
16,3,unstable
5,4,livable
16,52,hell
7,39,hell
5,12,unstable
3,5,livable
22,36,hell
14,39,hell
5,4,livable
24,25,hell
3,40,unstable
6,39,hell
13,39,hell
0,45,hell
6,26,unstable
18,3,unstable
0,25,unstable
2,21,unstable
30,43,hell
22,21,unstable
26,22,hell
1,54,hell
22,45,hell
27,40,hell
9,46,hell
25,7,unstable
29,28,hell
10,38,hell
26,33,hell
9,41,hell
30,20,hell
4,8,unstable
7,24,unstable
30,30,hell
23,9,unstable
13,21,unstable
15,43,hell
29,47,hell
18,32,hell
1,4,livable
28,55,hell
30,22,hell
7,52,hell
5,27,unstable
5,4,livable
4,35,unstable
12,48,hell
7,52,hell
30,38,hell
14,55,hell
28,3,unstable
7,43,hell
28,42,hell
29,7,unstable
11,3,unstable
0,40,unstable
8,27,unstable
2,28,unstable
10,19,unstable
16,46,hell
30,45,hell
30,33,hell
8,19,unstable
0,22,unstable
17,50,hell
22,14,unstable
21,12,unstable
18,15,unstable
24,45,hell
2,24,unstable
29,40,hell
18,4,unstable
24,49,hell
18,51,hell
12,43,hell
3,6,livable
19,24,unstable
15,53,hell
23,55,hell
19,13,unstable
14,12,unstable
25,52,hell
20,32,hell
13,15,unstable
11,24,unstable
12,12,unstable
20,20,unstable
14,53,hell
7,42,hell
23,30,hell
8,59,hell
19,33,hell
27,20,hell
26,19,hell
2,54,hell
25,41,hell
25,34,hell
19,11,unstable
29,15,unstable
7,31,unstable
15,48,hell
16,8,unstable
10,6,unstable
29,7,unstable
27,39,hell
23,42,hell
26,30,hell
29,59,hell
25,13,unstable
13,39,hell
22,49,hell
22,12,unstable
11,38,hell
4,50,hell
19,28,hell
10,26,unstable
21,3,unstable
0,38,unstable
0,13,unstable
14,41,hell
16,48,hell
2,24,unstable
11,8,unstable
20,53,hell
8,9,unstable
10,7,unstable
15,10,unstable
17,42,hell
16,51,hell
26,11,unstable
4,4,livable
20,36,hell
14,20,unstable
8,53,hell
15,46,hell
18,14,unstable
23,4,unstable
6,50,hell
28,57,hell
10,5,unstable
12,60,hell
12,61,hell
1,19,unstable
11,15,unstable
14,8,unstable
2,49,hell
28,18,hell
1,42,unstable
24,5,unstable
13,48,hell
2,54,hell
21,23,unstable
21,10,unstable
27,42,hell
22,26,hell
4,43,hell
29,53,hell
30,40,hell
30,46,hell
25,49,hell
19,29,hell
4,27,unstable
26,56,hell
5,42,hell
21,30,hell
12,54,hell
9,7,unstable
30,21,hell
2,41,unstable
23,56,hell
12,39,hell
18,54,hell
15,15,unstable
8,42,hell
23,4,unstable
0,6,livable
28,57,hell
0,56,hell
29,47,hell
17,17,unstable
19,14,unstable
4,60,hell
14,31,hell
9,4,unstable
23,61,hell
29,36,hell
18,31,hell
8,19,unstable
28,8,unstable
7,26,unstable
19,52,hell
7,58,hell
24,39,hell
10,50,hell
27,42,hell
30,7,unstable
3,26,unstable
7,43,hell
13,14,unstable
23,4,unstable
15,48,hell
11,45,hell
7,60,hell
0,30,unstable
28,10,unstable
11,34,hell
26,34,hell
14,43,hell
15,43,hell
30,43,hell
12,9,unstable
4,46,hell
15,44,hell
0,35,unstable
16,36,hell
23,6,unstable
20,31,hell
1,44,hell
30,13,unstable
5,18,unstable
16,43,hell
13,22,unstable
17,7,unstable
0,23,unstable
21,20,unstable
9,12,unstable
25,34,hell
27,17,unstable
1,20,unstable
16,31,hell
28,32,hell
23,8,unstable
10,56,hell
0,23,unstable
28,15,unstable
7,54,hell
8,14,unstable
0,12,unstable
2,52,hell
18,8,unstable
5,56,hell
14,35,hell
15,57,hell
14,30,unstable
4,45,hell
18,11,unstable
15,14,unstable
17,48,hell
13,61,hell
18,16,unstable
10,30,unstable
13,34,hell
3,25,unstable
8,52,hell
26,40,hell
0,34,unstable
19,51,hell
26,18,unstable
19,11,unstable
10,26,unstable
21,6,unstable
30,14,unstable
18,46,hell
25,3,unstable
17,15,unstable
21,10,unstable
6,39,hell
13,6,unstable
23,26,hell
5,10,unstable
17,23,unstable
11,6,unstable
4,20,unstable
6,9,unstable
15,38,hell
1,56,hell
27,11,unstable
17,53,hell
22,17,unstable
29,54,hell
11,56,hell
16,61,hell
3,15,unstable
10,9,unstable
5,53,hell
24,20,unstable
2,35,unstable
3,35,unstable
23,48,hell
15,17,unstable
0,56,hell
16,42,hell
21,9,unstable
20,8,unstable
1,33,unstable
28,13,unstable
0,47,hell
19,55,hell
3,52,hell
12,52,hell
6,35,unstable
17,18,unstable
23,41,hell
16,49,hell
11,23,unstable
15,45,hell
1,19,unstable
11,12,unstable
16,48,hell
24,29,hell
2,50,hell
4,28,unstable
1,28,unstable
1,53,hell
23,39,hell
12,21,unstable
4,25,unstable
25,43,hell
26,42,hell
17,5,unstable
2,20,unstable
18,59,hell
4,39,unstable
2,36,unstable
18,32,hell
5,46,hell
5,60,hell
11,41,hell
1,48,hell
27,58,hell
0,44,unstable
15,58,hell
21,18,unstable
27,39,hell
28,30,hell
30,56,hell
14,50,hell
16,24,unstable
17,41,hell
4,47,hell
22,28,hell
19,51,hell
13,7,unstable
8,21,unstable
7,36,unstable
29,14,unstable
22,28,hell
16,43,hell
7,33,unstable
7,41,hell
10,30,unstable
5,50,hell
0,22,unstable
20,26,hell
23,4,unstable
7,11,unstable
19,18,unstable
12,44,hell
21,48,hell
7,43,hell
4,42,hell
5,20,unstable
16,24,unstable
13,22,unstable
0,16,unstable
15,59,hell
9,36,hell
3,50,hell
20,22,unstable
12,60,hell
15,18,unstable
7,7,unstable
13,36,hell
8,42,hell
10,14,unstable
9,19,unstable
27,48,hell
2,51,hell
27,22,hell
25,37,hell
4,51,hell
13,3,unstable
22,7,unstable
6,41,hell
28,56,hell
2,21,unstable
11,16,unstable
7,21,unstable
10,19,unstable
17,4,unstable
29,10,unstable
12,53,hell
17,9,unstable
20,59,hell
21,12,unstable
10,23,unstable
3,25,unstable
27,32,hell
22,43,hell
27,35,hell
29,51,hell
24,5,unstable
11,28,unstable
24,5,unstable
4,60,hell
11,19,unstable
23,59,hell
22,21,unstable
26,24,hell
14,18,unstable
12,4,unstable
21,14,unstable
8,51,hell
6,26,unstable
8,26,unstable
25,25,hell
8,52,hell
25,16,unstable
4,37,unstable
11,23,unstable
1,57,hell
7,24,unstable
21,49,hell
22,56,hell
20,33,hell
12,40,hell
3,8,unstable
25,9,unstable
12,23,unstable
2,41,unstable
4,25,unstable
17,20,unstable
21,31,hell
28,6,unstable
21,54,hell
30,19,hell
9,58,hell
22,47,hell
2,46,hell
10,9,unstable
7,18,unstable
16,14,unstable
14,38,hell
24,41,hell
24,28,hell
6,31,unstable
30,45,hell
19,18,unstable
1,53,hell
15,28,unstable
14,48,hell
1,54,hell
30,24,hell
12,12,unstable
4,61,hell
18,44,hell
5,46,hell
24,52,hell
30,4,unstable
5,27,unstable
23,61,hell
9,6,unstable
12,14,unstable
3,5,livable
29,59,hell
2,29,unstable
7,41,hell
30,51,hell
19,22,unstable
1,20,unstable
29,6,unstable
29,16,hell
7,16,unstable
1,11,unstable
14,60,hell
9,16,unstable
22,36,hell
9,6,unstable
10,21,unstable
24,32,hell
3,20,unstable
21,25,hell
10,34,unstable
15,7,unstable
12,53,hell
23,44,hell
30,54,hell
1,25,unstable
19,29,hell
22,41,hell
27,33,hell
0,39,unstable
21,31,hell
11,11,unstable
6,61,hell
21,23,unstable
13,22,unstable
17,50,hell
3,27,unstable
18,16,unstable
3,38,unstable
29,4,unstable
13,29,unstable
9,22,unstable
14,58,hell
0,31,unstable
1,18,unstable
28,27,hell
23,57,hell
28,49,hell
9,9,unstable
8,9,unstable
30,53,hell
5,10,unstable
25,11,unstable
19,35,hell
18,40,hell
12,52,hell
14,4,unstable
3,6,livable
3,15,unstable
19,58,hell
25,45,hell
25,37,hell
10,11,unstable
30,52,hell
22,11,unstable
8,19,unstable
25,21,hell
6,22,unstable
3,55,hell
6,17,unstable
18,24,unstable
6,36,unstable
7,53,hell
0,19,unstable
30,17,hell
18,58,hell
30,57,hell
1,6,livable
28,32,hell
12,57,hell
27,32,hell
30,14,unstable
15,44,hell
27,51,hell
12,45,hell
19,11,unstable
27,21,hell
21,11,unstable
28,45,hell
24,25,hell
20,57,hell
26,5,unstable
8,48,hell
23,22,hell
26,57,hell
7,20,unstable
0,6,livable
15,23,unstable
9,47,hell
16,32,hell
10,50,hell
21,56,hell
15,53,hell
30,15,hell
7,21,unstable
26,38,hell
24,16,unstable
11,9,unstable
14,58,hell
17,55,hell
0,21,unstable
27,41,hell
22,52,hell
18,52,hell
16,29,hell
16,6,unstable
30,14,unstable
23,35,hell
0,39,unstable
10,47,hell
26,14,unstable
0,48,hell
22,19,unstable
24,48,hell
8,34,unstable
19,49,hell
7,40,hell
1,10,unstable
27,34,hell
15,22,unstable
3,7,unstable
11,36,hell
6,45,hell
24,46,hell
13,10,unstable
19,3,unstable
8,52,hell
20,57,hell
23,17,unstable
16,50,hell
12,48,hell
15,7,unstable
26,53,hell
5,5,unstable
5,10,unstable
18,40,hell
0,35,unstable
19,40,hell
13,37,hell
21,57,hell
23,31,hell
2,45,hell
24,18,unstable
22,37,hell
19,53,hell
25,19,unstable
15,55,hell
10,40,hell
3,9,unstable
7,53,hell
30,18,hell
0,20,unstable
17,45,hell
16,38,hell
29,30,hell
3,59,hell
24,57,hell
7,25,unstable
16,59,hell
17,53,hell
27,38,hell
15,60,hell
20,33,hell
23,39,hell
14,32,hell
8,33,unstable
24,45,hell
3,12,unstable
8,32,unstable
21,27,hell
21,34,hell
18,33,hell
9,36,hell
29,5,unstable
13,11,unstable
4,35,unstable
2,9,unstable
18,52,hell
13,30,unstable
23,15,unstable
25,8,unstable
27,12,unstable
12,28,unstable
28,11,unstable
30,26,hell
11,14,unstable
18,44,hell
10,55,hell
12,35,hell
28,18,hell
24,50,hell
1,51,hell
8,5,unstable
6,5,unstable
19,29,hell
4,59,hell
7,42,hell
14,57,hell
25,55,hell
30,37,hell
15,32,hell
0,13,unstable
19,22,unstable
16,16,unstable
9,36,hell
26,36,hell
27,3,unstable
8,37,hell
16,56,hell
14,49,hell
13,61,hell
3,11,unstable
9,16,unstable
29,25,hell
8,40,hell
3,30,unstable
9,24,unstable
30,20,hell
3,50,hell
5,6,unstable
18,24,unstable
25,15,unstable
22,33,hell
10,41,hell
8,54,hell
5,19,unstable
18,49,hell
18,32,hell
26,34,hell
29,50,hell
4,39,unstable
12,17,unstable
17,53,hell
18,17,unstable
11,61,hell
23,15,unstable
15,60,hell
23,18,unstable
28,34,hell
13,55,hell
20,56,hell
6,25,unstable
2,19,unstable
13,52,hell
12,56,hell
21,36,hell
30,14,unstable
24,5,unstable
15,53,hell
2,5,livable
18,10,unstable
0,34,unstable
28,33,hell
4,44,hell
20,56,hell
24,4,unstable
15,37,hell
29,53,hell
23,8,unstable
9,6,unstable
24,56,hell
2,54,hell
13,48,hell
15,37,hell
12,16,unstable
28,57,hell
20,13,unstable
10,40,hell
18,3,unstable
27,20,hell
17,36,hell
10,53,hell
29,59,hell
3,43,hell
4,3,livable
16,59,hell
19,21,unstable
28,56,hell
18,46,hell
20,50,hell
1,23,unstable
6,7,unstable
29,14,unstable
21,26,hell
12,15,unstable
1,12,unstable
23,38,hell
22,12,unstable
22,21,unstable
27,40,hell
27,38,hell
15,29,unstable
22,12,unstable
20,22,unstable
24,42,hell
22,59,hell
19,59,hell
21,11,unstable
10,36,hell
1,44,hell
1,43,unstable
25,28,hell
12,27,unstable
23,44,hell
8,53,hell
29,49,hell
15,42,hell
0,59,hell
28,56,hell
17,7,unstable
1,30,unstable
22,23,hell
4,41,hell
18,6,unstable
18,31,hell
10,21,unstable
9,61,hell
0,61,hell
12,33,hell
8,60,hell
23,41,hell
25,36,hell
29,9,unstable
21,11,unstable
18,55,hell
30,7,unstable
15,56,hell
20,8,unstable
19,26,hell
12,58,hell
3,29,unstable
26,43,hell
3,55,hell
11,6,unstable
27,9,unstable
22,52,hell
20,39,hell
3,54,hell
3,29,unstable
0,58,hell
5,21,unstable
19,18,unstable
7,59,hell
20,18,unstable
0,52,hell
13,40,hell
29,40,hell
0,8,livable
18,28,hell
10,9,unstable
18,45,hell
5,5,unstable
4,7,unstable
2,33,unstable
11,24,unstable
21,48,hell
8,41,hell
3,56,hell
24,5,unstable
19,52,hell
15,24,unstable
26,32,hell
27,59,hell
16,15,unstable
28,31,hell
4,37,unstable
28,3,unstable
20,17,unstable
30,19,hell
24,42,hell
27,42,hell
28,33,hell
21,49,hell
18,6,unstable
6,52,hell
21,55,hell
7,56,hell
11,35,hell
27,34,hell
26,18,unstable
20,57,hell
11,54,hell
20,45,hell
24,17,unstable
7,39,hell
9,61,hell
20,4,unstable
4,13,unstable
9,28,unstable
27,11,unstable
16,36,hell
19,20,unstable
6,52,hell
5,39,unstable
3,22,unstable
11,43,hell
4,22,unstable
12,56,hell
30,25,hell
19,53,hell
25,30,hell
17,44,hell
16,14,unstable
1,8,livable
25,56,hell
17,56,hell
27,28,hell
23,23,hell
4,59,hell
3,7,unstable
29,33,hell
29,54,hell
8,37,hell
2,52,hell
17,16,unstable
3,19,unstable
1,7,livable
19,61,hell
5,37,unstable
13,9,unstable
23,35,hell
25,20,hell
11,61,hell
21,39,hell
10,38,hell
13,58,hell
7,51,hell
20,5,unstable
12,33,hell
0,13,unstable
5,30,unstable
26,26,hell
11,14,unstable
14,43,hell
3,51,hell
7,37,unstable
25,26,hell
4,39,unstable
28,58,hell
23,54,hell
7,34,unstable
8,21,unstable
13,61,hell
19,45,hell
27,14,unstable
19,23,unstable
16,41,hell
29,41,hell
21,40,hell
2,14,unstable
3,15,unstable
17,14,unstable
17,45,hell
7,54,hell
20,60,hell
13,53,hell
24,19,unstable
16,56,hell
17,51,hell
1,6,livable
19,51,hell
13,12,unstable
26,22,hell
22,34,hell
23,31,hell
10,50,hell
17,31,hell
15,8,unstable
12,47,hell
24,10,unstable
8,22,unstable
12,29,unstable
9,15,unstable
24,17,unstable
15,38,hell
10,24,unstable
20,21,unstable
11,21,unstable
13,33,hell
16,11,unstable
1,35,unstable
3,8,unstable
24,5,unstable
7,33,unstable
30,26,hell
0,57,hell
11,42,hell
8,44,hell
2,43,hell
26,34,hell
23,37,hell
0,52,hell
29,61,hell
10,48,hell
29,10,unstable
24,39,hell
14,46,hell
16,39,hell
20,31,hell
14,19,unstable
26,28,hell
3,6,livable
19,10,unstable
28,52,hell
18,37,hell
16,39,hell
27,40,hell
23,13,unstable
19,52,hell
7,46,hell
30,22,hell
29,39,hell
10,60,hell
3,15,unstable
29,11,unstable
0,38,unstable
17,19,unstable
3,36,unstable
6,42,hell
24,39,hell
23,56,hell
22,27,hell
9,31,unstable
9,47,hell
16,32,hell
8,20,unstable
17,41,hell
26,36,hell
23,51,hell
4,16,unstable
1,45,hell
0,14,unstable
6,9,unstable
25,54,hell
13,19,unstable
28,36,hell
19,18,unstable
16,43,hell
21,5,unstable
14,40,hell
30,44,hell
3,38,unstable
28,61,hell
28,21,hell
4,28,unstable
27,32,hell
12,53,hell
12,11,unstable
24,38,hell
3,16,unstable
7,18,unstable
24,4,unstable
9,25,unstable
24,15,unstable
9,61,hell
6,15,unstable
26,10,unstable
19,19,unstable
19,51,hell
8,23,unstable
17,36,hell
9,39,hell
18,30,hell
0,11,unstable
29,4,unstable
28,60,hell
19,38,hell
30,38,hell
22,31,hell
30,22,hell
16,24,unstable
12,51,hell
7,19,unstable
13,53,hell
2,11,unstable
26,20,hell
16,55,hell
8,56,hell
24,52,hell
30,60,hell
18,43,hell
21,25,hell
2,34,unstable
12,7,unstable
24,51,hell
10,61,hell
27,34,hell
5,36,unstable
15,29,unstable
14,59,hell
23,18,unstable
1,46,hell
24,10,unstable
29,35,hell
8,43,hell
10,37,hell
11,51,hell
16,29,hell
23,42,hell
3,59,hell
8,45,hell
2,16,unstable
22,44,hell
12,61,hell
30,53,hell
27,10,unstable
16,26,unstable
8,7,unstable
1,9,unstable
5,3,livable
2,18,unstable
29,42,hell
7,9,unstable
18,16,unstable
12,37,hell
20,16,unstable
4,52,hell
28,3,unstable
23,18,unstable
11,59,hell
22,41,hell
21,39,hell
24,23,hell
20,6,unstable
21,28,hell
22,43,hell
0,4,livable
30,60,hell
9,41,hell
26,41,hell
2,19,unstable
26,37,hell
17,57,hell
0,22,unstable
3,12,unstable
29,59,hell
20,55,hell
17,7,unstable
2,11,unstable
23,55,hell
20,27,hell
24,10,unstable
19,43,hell
1,58,hell
1,49,hell
18,16,unstable
27,19,hell
17,42,hell
21,48,hell
17,7,unstable
18,53,hell
13,34,hell
11,10,unstable
6,3,livable
14,17,unstable
30,33,hell
18,40,hell
2,9,unstable
23,38,hell
8,20,unstable
21,21,unstable
25,38,hell
